AGE1,BURDEN,FMR,FMTBEDRMS,FMTBUILT,TOTSAL
49,0.1652974991,828,'2 2BR','1940-1959',140000
52,0.5502014024,1142,'4 4BR+','-5',0
32,0.2289280015,702,'1 1BR','1940-1959',42000
87,0.113898938,1134,'3 3BR','1980-1989',11320
64,0.2071295534,1081,'3 3BR','-5',46200
53,0.1886890592,830,'2 2BR','1960-1979',50000
47,0.3298586408,1382,'2 2BR','-5',97000
50,0.1714518014,2009,'3 3BR','1940-1959',57000
80,0.0798842464,1467,'4 4BR+','1960-1979',0
61,0.1163362755,1890,'3 3BR','1940-1959',235000
-9,-9,1243,'1 1BR','1960-1979',-9
-9,-9,1895,'3 3BR','-5',-9
54,0.866990886,1243,'1 1BR','-5',80000
60,0,557,'1 1BR','1960-1979',30000
27,0.4958587421,557,'1 1BR','-5',11000
32,0.028957439,993,'3 3BR','-5',72000
49,0.1390251018,1158,'3 3BR','1960-1979',144000
49,0.2417103088,940,'2 2BR','-5',72000
50,0.524378718,696,'1 1BR','1960-1979',0
44,1.1605633803,893,'2 2BR','1960-1979',0
52,0.2273539715,1443,'4 4BR+','-5',0
66,0.1840705462,782,'2 2BR','1960-1979',12000
-9,-9,782,'2 2BR','1940-1959',-9
41,0.1580342408,843,'1 1BR','1960-1979',60000
22,1.8058690745,557,'1 1BR','1960-1979',4000
68,0.2380644022,557,'1 1BR','1940-1959',17000
21,0.1551260399,1025,'3 3BR','-5',48000
25,1.52,601,'1 1BR','1960-1979',0
42,0.2605997226,2948,'4 4BR+','1960-1979',176000
55,0.2694040035,2948,'4 4BR+','1960-1979',182000
40,0.1697837996,969,'3 3BR','-5',60000
26,0.7259325157,1231,'3 3BR','1960-1979',31500
41,0.0849171047,1130,'4 4BR+','-5',94000
61,0.1781078851,1002,'3 3BR','1960-1979',80000
65,0.4172712263,843,'1 1BR','-5',20000
-9,-9,1075,'2 2BR','1960-1979',-9
44,0.3381538462,1895,'3 3BR','1940-1959',36000
32,0.3191177125,1474,'2 2BR','-5',45000
36,0.4593560009,1627,'3 3BR','1960-1979',20800
32,0.3963030553,1104,'2 2BR','1960-1979',34000
32,0.2244099922,915,'2 2BR','1960-1979',43500
34,0.329773639,1721,'3 3BR','1940-1959',90000
47,0.26047561,1623,'3 3BR','1960-1979',55000
63,0.3645928772,1979,'4 4BR+','-5',130000
65,0.0377466897,1983,'4 4BR+','1980-1989',90000
58,0.5455820477,1721,'3 3BR','1940-1959',25694
62,1.1774558121,1049,'1 1BR','1940-1959',0
62,0.8221365371,1983,'4 4BR+','-5',103000
30,0.3230478179,1623,'3 3BR','1940-1959',92000
54,0.7565463946,1721,'3 3BR','1960-1979',0
75,12.28852459,1947,'4 4BR+','1940-1959',0
58,0.1518794887,1792,'3 3BR','1940-1959',150000
41,0.1983353993,1550,'3 3BR','-5',115000
71,0.3910308996,730,'1 1BR','1960-1979',0
-9,-9,915,'2 2BR','1960-1979',-9
31,0.1819905213,1191,'1 1BR','1960-1979',65000
30,0.1099886265,1592,'4 4BR+','1940-1959',66800
36,0.3326761068,1363,'3 3BR','1960-1979',33500
69,0.1624627287,1104,'2 2BR','-5',0
49,0.1342336872,2061,'4 4BR+','1940-1959',119800
53,0.2671756801,1792,'3 3BR','1940-1959',142000
40,0.2007547975,1792,'3 3BR','1940-1959',150000
46,0.2003151024,1412,'2 2BR','1960-1979',80000
48,0.5208220196,2374,'4 4BR+','1960-1979',70000
71,0.2876963351,1890,'3 3BR','1960-1979',80000
-9,-9,1523,'4 4BR+','1960-1979',-9
27,0.6816212573,1290,'3 3BR','1940-1959',20800
59,0.1992370012,945,'2 2BR','1940-1959',70000
34,0.3223258019,971,'2 2BR','-5',38000
66,0.4395297575,1243,'3 3BR','1960-1979',0
54,0.2326103258,1445,'4 4BR+','-5',152400
76,0.8822222222,815,'1 1BR','1960-1979',0
67,0.6497778291,1445,'4 4BR+','1990-1999',8000
49,0.1466084439,1231,'3 3BR','1990-1999',85000
45,0.1982429526,1241,'1 1BR','1940-1959',60000
25,0.4216592628,1241,'1 1BR','1960-1979',25000
63,0.2001878548,1241,'1 1BR','1960-1979',49000
51,0.2812791363,1231,'3 3BR','1940-1959',61200
60,0.0736581263,1083,'3 3BR','1960-1979',87313
85,0.2042394015,1474,'2 2BR','1940-1959',0
72,0.0316591454,1901,'3 3BR','1940-1959',0
28,0.3561929378,1241,'1 1BR','-5',24000
54,0.1792973979,2611,'4 4BR+','1960-1979',130000
57,0.2505067523,2574,'4 4BR+','1960-1979',8000
24,0.1384758685,1259,'3 3BR','1990-1999',58000
44,0.2102088167,615,'1 1BR','1960-1979',0
37,0.0533339396,1598,'3 3BR','1960-1979',88000
70,0.2152091255,2058,'3 3BR','1940-1959',0
39,0.0873141886,1577,'3 3BR','1960-1979',80000
61,0.1626264268,1094,'3 3BR','1940-1959',80000
37,0.1333113658,821,'2 2BR','1960-1979',85000
24,0.3766233766,1196,'4 4BR+','1960-1979',25000
52,2.213755765,1095,'3 3BR','1940-1959',5000
69,0.0498949805,821,'2 2BR','1940-1959',70000
64,2.3981481481,821,'2 2BR','1940-1959',0
58,0.247979572,1095,'3 3BR','2000-2009',38000
80,0.6764885751,1236,'2 2BR','1960-1979',0
44,0.3203315456,702,'1 1BR','-5',40000
37,0.4422944022,1236,'2 2BR','1960-1979',30000
39,0.4391033502,1281,'3 3BR','-5',40800
50,0.0682412448,1539,'3 3BR','1960-1979',140000
52,0.1701309851,1539,'3 3BR','1960-1979',127000
73,0.0906357088,1577,'3 3BR','1960-1979',9000
24,0.3175167875,1577,'3 3BR','-5',45000
59,-1,1363,'3 3BR','1940-1959',0
63,0.0844721389,1394,'3 3BR','-5',55000
51,0.1850881229,887,'2 2BR','1940-1959',5000
22,0.3307923308,887,'2 2BR','1940-1959',26000
46,0.4564747337,969,'3 3BR','-5',25000
55,0.7334820995,1290,'3 3BR','1960-1979',0
66,0.3925686591,1421,'2 2BR','1940-1959',0
55,2.7475317348,1921,'3 3BR','1960-1979',25550
67,0.2322767347,1496,'4 4BR+','1960-1979',137000
39,-1,1603,'4 4BR+','-5',0
44,0.4806532529,1603,'4 4BR+','1960-1979',75000
36,0.1272551439,929,'1 1BR','1960-1979',30000
56,0.5649792974,1394,'3 3BR','1990-1999',30000
40,0.1232426838,1394,'3 3BR','-5',140000
60,0.2155052236,1496,'4 4BR+','1940-1959',26953
61,3.4216924348,1394,'3 3BR','1990-1999',0
32,0.1432741824,1394,'3 3BR','1990-1999',61000
36,0.1484500729,1119,'2 2BR','1960-1979',133000
83,0.1070281337,1496,'4 4BR+','1940-1959',27194
65,0.2491139241,1243,'1 1BR','-5',20000
-9,-9,966,'2 2BR','-5',-9
60,0.5812061711,717,'0 Studio','1960-1979',0
57,0.0751450343,1231,'3 3BR','1980-1989',165000
-9,-9,966,'2 2BR','-5',-9
62,0.1310983496,1231,'3 3BR','-5',116000
82,0.6155675676,2611,'4 4BR+','1960-1979',0
60,0.5569273699,2270,'3 3BR','1960-1979',0
30,0.0466659607,2574,'4 4BR+','1960-1979',170000
66,6.6432,643,'1 1BR','1960-1979',0
83,0.4454,643,'1 1BR','1940-1959',0
46,0.1628197371,1081,'3 3BR','1960-1979',60000
27,0.1653811101,830,'2 2BR','1940-1959',90000
77,0.3983801092,830,'2 2BR','1960-1979',0
70,40.08,1054,'1 1BR','1960-1979',0
29,0.170006777,1054,'1 1BR','1940-1959',62000
79,0.1408,828,'2 2BR','-5',0
49,0.3074733096,1142,'4 4BR+','-5',27500
50,0.436754717,1921,'3 3BR','-5',65000
55,0.1901024068,1421,'2 2BR','1940-1959',76904
41,0.1424860039,1921,'3 3BR','1960-1979',164000
38,0.2279126902,843,'1 1BR','1980-1989',0
23,0.7215007215,1539,'3 3BR','1960-1979',25000
32,0.4750097292,696,'1 1BR','1960-1979',18000
23,3.8262967431,696,'1 1BR','1960-1979',2500
-9,-9,1241,'1 1BR','-5',-9
93,1.06,1241,'1 1BR','1960-1979',0
75,0.3264023211,1241,'1 1BR','1960-1979',0
32,0.2103769982,1056,'3 3BR','1940-1959',55000
35,0.3723368076,1056,'3 3BR','1940-1959',50000
29,0.2101343346,1000,'1 1BR','1940-1959',65000
43,0.2003294118,1251,'2 2BR','1960-1979',75000
36,0.1970426926,741,'2 2BR','1960-1979',60000
56,0.1200183557,741,'2 2BR','1960-1979',80000
24,0.4353978448,1469,'2 2BR','1960-1979',27600
48,0.5142857143,1469,'2 2BR','1960-1979',3000
-9,-9,702,'1 1BR','1960-1979',-9
59,0.3644399319,1763,'3 3BR','1960-1979',67000
45,0.0504290449,2608,'4 4BR+','1960-1979',391943
69,0.0997205855,1895,'3 3BR','-5',0
55,1.0072736393,920,'2 2BR','1960-1979',12000
40,0.3964514176,1296,'3 3BR','1960-1979',28000
26,0.1277322704,1529,'4 4BR+','1960-1979',137000
20,0.1451015455,579,'1 1BR','1960-1979',47000
23,0.0971937319,1259,'3 3BR','-5',85000
32,0.376062525,1550,'3 3BR','-5',105000
64,0.2465368776,1550,'3 3BR','-5',8768
73,625,1105,'3 3BR','1960-1979',0
32,0.1240835921,1878,'3 3BR','After 2010',70000
-9,-9,874,'2 2BR','-5',-9
50,0.1547653213,1134,'3 3BR','1960-1979',115000
26,0.136744186,870,'2 2BR','1940-1959',1600
58,0.29,615,'1 1BR','1960-1979',0
33,0.1316189276,1191,'1 1BR','1960-1979',27000
34,0.2743188715,1243,'1 1BR','-5',60000
78,2.2625454545,1895,'3 3BR','-5',0
42,0.1218399154,1243,'1 1BR','1940-1959',180178
55,0.1037971532,1243,'1 1BR','1940-1959',341943
21,0.39811936,1179,'4 4BR+','-5',79200
88,0.3834,993,'3 3BR','1940-1959',0
50,1.6668344238,1158,'3 3BR','1960-1979',8000
79,11.423185674,676,'0 Studio','1960-1979',0
41,0.2556061501,1158,'3 3BR','1940-1959',105000
27,0.5982423901,1921,'3 3BR','1960-1979',55000
80,332,1421,'2 2BR','1960-1979',0
47,0.3017584572,1302,'3 3BR','1940-1959',50000
24,0.3350253807,893,'2 2BR','1940-1959',28000
65,-1,1443,'4 4BR+','-5',0
19,0.2521967134,1443,'4 4BR+','-5',50000
40,1.0939503764,994,'2 2BR','-5',0
34,0.1295306859,1008,'3 3BR','-5',55000
60,456,782,'2 2BR','1960-1979',0
63,0.2103189869,1251,'2 2BR','1960-1979',65000
70,0.3135,557,'1 1BR','1960-1979',0
42,0.1598634292,2438,'3 3BR','1940-1959',341943
31,0.2019296893,1032,'4 4BR+','1940-1959',96000
66,0.7738536585,1173,'3 3BR','1960-1979',0
70,0.1186867209,1530,'3 3BR','1960-1979',0
50,0.3625798954,1833,'2 2BR','1960-1979',0
79,929,1231,'3 3BR','1960-1979',0
36,0.2902171739,1073,'3 3BR','1960-1979',0
65,0.4298852214,1891,'4 4BR+','1960-1979',16000
33,0.4164255319,1584,'3 3BR','1960-1979',0
60,0.2138341292,897,'1 1BR','1960-1979',75000
71,0.0535566502,973,'3 3BR','1940-1959',0
49,0.2783368734,1721,'3 3BR','1940-1959',105000
51,0.4076318613,1772,'4 4BR+','-5',57000
70,0.1928728876,1721,'3 3BR','1940-1959',0
85,0.1809724958,1843,'3 3BR','1960-1979',0
61,0.1183125,1983,'4 4BR+','1940-1959',187000
62,0.222569367,1983,'4 4BR+','1960-1979',95115
64,0.4671428571,951,'3 3BR','-5',0
54,0.1091586927,951,'3 3BR','1960-1979',120623
42,0.1809023094,1191,'1 1BR','-5',109000
24,0.2523364486,1412,'2 2BR','-5',0
-9,-9,929,'1 1BR','-5',-9
20,1.8024139473,748,'1 1BR','1960-1979',4500
27,0.1974242792,1104,'2 2BR','1960-1979',70000
41,0.2944655309,897,'1 1BR','1940-1959',34000
42,0.1638314133,897,'1 1BR','1960-1979',106000
28,0.2006459542,897,'1 1BR','1960-1979',70000
65,0.1556969669,1792,'3 3BR','1940-1959',19500
71,0.7867684013,1798,'3 3BR','1960-1979',2400
44,0.9957142857,615,'1 1BR','1960-1979',0
24,1.6699418488,765,'2 2BR','1960-1979',5000
-9,-9,765,'2 2BR','-5',-9
32,0.2145659901,1191,'1 1BR','1960-1979',65000
60,0.4135401034,824,'2 2BR','-5',10000
86,0.1524801957,824,'2 2BR','-5',0
67,0.294213198,1467,'4 4BR+','1960-1979',0
22,0.1912435571,633,'1 1BR','1960-1979',33784
25,0.2005912819,765,'1 1BR','1940-1959',45000
34,0.5115620576,1595,'4 4BR+','1960-1979',18400
-9,-9,945,'2 2BR','1990-1999',-9
-9,-9,945,'2 2BR','1960-1979',-9
48,0.1396982144,765,'1 1BR','1960-1979',47000
-9,-9,915,'2 2BR','1940-1959',-9
27,0.2013028484,915,'2 2BR','1960-1979',47000
66,0.1538823529,1221,'3 3BR','1940-1959',0
49,0.1128708147,1243,'3 3BR','1990-1999',187501
51,0.1738447142,1231,'3 3BR','1960-1979',75000
-9,-9,966,'2 2BR','1960-1979',-9
30,0.4646924829,1243,'3 3BR','1960-1979',29000
45,0.2346293061,1459,'4 4BR+','1980-1989',90000
42,0.8833662142,1241,'1 1BR','1940-1959',34000
29,0.2826437768,1412,'2 2BR','-5',115000
22,0.7041924169,1173,'3 3BR','1940-1959',18000
35,0.6378218763,1173,'3 3BR','1940-1959',40000
24,0.3098049986,1382,'2 2BR','1940-1959',51000
59,0.0993353147,1204,'3 3BR','1940-1959',148750
38,0.1501967987,1336,'4 4BR+','-5',110698
60,0.1194060738,1528,'4 4BR+','1940-1959',58000
62,0.1365,1474,'2 2BR','-5',120000
36,0.4652887741,2370,'4 4BR+','1960-1979',96000
63,0.1352682631,701,'1 1BR','1960-1979',36000
54,0.16752,701,'1 1BR','1960-1979',25000
-9,-9,501,'0 Studio','1960-1979',-9
50,0.3289990928,579,'1 1BR','1960-1979',19855
55,0.3710793307,1183,'0 Studio','1960-1979',0
29,0.3168033421,1241,'1 1BR','1940-1959',0
63,0.2965714286,879,'1 1BR','1940-1959',0
68,10.233707865,693,'1 1BR','1960-1979',0
84,-1,693,'1 1BR','1960-1979',0
34,0.4973172099,1282,'3 3BR','1960-1979',25000
34,0.1215947591,1597,'3 3BR','1960-1979',160000
33,0.2794706185,1895,'3 3BR','-5',101000
-9,-9,782,'2 2BR','1960-1979',-9
-9,-9,615,'1 1BR','-5',-9
58,0.4802497299,1285,'1 1BR','1960-1979',24998
40,0.1808275493,2525,'4 4BR+','1960-1979',212000
45,7.8771220695,2268,'3 3BR','1960-1979',5000
61,0.4652693326,819,'2 2BR','1940-1959',0
-9,-9,1239,'3 3BR','1960-1979',-9
-9,-9,924,'2 2BR','1960-1979',-9
68,0.6414285714,1094,'3 3BR','1960-1979',0
69,0.0382754356,1924,'4 4BR+','1940-1959',82000
66,0.3444,1895,'3 3BR','-5',0
53,2.5552731893,2179,'4 4BR+','-5',0
58,3.3023909986,1095,'3 3BR','1940-1959',0
88,145,1094,'3 3BR','1960-1979',0
36,0.1261625556,1196,'4 4BR+','-5',94000
65,1.2482369535,819,'2 2BR','1990-1999',0
-9,-9,1094,'3 3BR','1940-1959',-9
39,0.1639606553,1094,'3 3BR','1990-1999',110000
52,0.2791577074,1093,'3 3BR','1980-1989',54000
-9,-9,1236,'2 2BR','1960-1979',-9
46,0.252072821,1236,'2 2BR','1960-1979',45000
56,0.4905403956,1539,'3 3BR','1940-1959',28000
38,0.1996122053,1539,'3 3BR','1960-1979',28600
53,0.4207016457,1539,'3 3BR','1940-1959',42000
51,0.0866375429,1122,'2 2BR','1990-1999',60000
74,0.2570192308,1236,'2 2BR','1960-1979',20000
70,0.3299711816,973,'1 1BR','1960-1979',0
55,0.8218903812,973,'1 1BR','1960-1979',12000
59,0.229774021,1236,'2 2BR','1960-1979',43000
59,0.0857860079,1363,'3 3BR','1940-1959',55000
65,0.4945,1496,'4 4BR+','-5',0
64,0.2218348505,1394,'3 3BR','1940-1959',38200
24,0.1080906567,1136,'2 2BR','-5',31000
71,0.2255128205,1976,'4 4BR+','1940-1959',0
53,0.2260293244,1136,'2 2BR','1960-1979',64000
58,0.2777203455,701,'1 1BR','1960-1979',30000
41,0.2713257965,969,'3 3BR','1940-1959',37000
75,0.3426856214,969,'3 3BR','1940-1959',0
53,1.7094051048,1496,'4 4BR+','1980-1989',4000
47,0.4338258409,1394,'3 3BR','1960-1979',82000
-9,-9,929,'1 1BR','-5',-9
23,0.3061517976,1496,'4 4BR+','1990-1999',75000
31,0.1277457587,1119,'2 2BR','1980-1989',160000
53,0.2246829295,1119,'2 2BR','1940-1959',88000
56,0.9106257698,1496,'4 4BR+','-5',32000
63,0.1318285714,1603,'4 4BR+','-5',13000
66,0.3345239132,1496,'4 4BR+','-5',52600
-9,-9,1394,'3 3BR','-5',-9
49,0.2694055928,1496,'4 4BR+','1940-1959',108500
47,0.118424607,1119,'2 2BR','1960-1979',150500
58,0.2725004474,1296,'3 3BR','-5',95000
65,0.4332414624,966,'2 2BR','-5',6000
53,-1,966,'2 2BR','1940-1959',0
61,0.3886174188,966,'2 2BR','1960-1979',500
50,1.2617467569,1386,'4 4BR+','-5',60000
48,5.1107325383,762,'1 1BR','1960-1979',600
52,0.2872727273,793,'1 1BR','1960-1979',0
55,1.1970731707,936,'2 2BR','-5',0
55,237,766,'1 1BR','1960-1979',0
57,0.2055669994,1081,'3 3BR','1940-1959',56825
47,-1,648,'1 1BR','1960-1979',0
62,0.2364312268,828,'2 2BR','1940-1959',4000
47,0.9221996198,2209,'4 4BR+','-5',120000
68,0.0404237288,1921,'3 3BR','1940-1959',48000
47,0.2107724686,1049,'3 3BR','-5',77000
48,-1,1539,'3 3BR','1960-1979',0
47,0.0868718246,1539,'3 3BR','1940-1959',76000
36,0.3092636955,1115,'1 1BR','1940-1959',38000
26,0.2432432432,1214,'4 4BR+','1960-1979',16000
69,0.1996268556,2332,'4 4BR+','1960-1979',170000
55,0.0960237773,2948,'4 4BR+','1960-1979',105000
81,0.4169134253,2438,'3 3BR','1940-1959',0
47,0.2028540437,993,'3 3BR','-5',23000
44,0.0456091218,1890,'3 3BR','2000-2009',65000
60,0.0568543689,1890,'3 3BR','1940-1959',44000
79,0.3222047244,1203,'1 1BR','1960-1979',0
35,0.1156807693,1203,'1 1BR','-5',83000
29,0.261451336,1469,'2 2BR','1940-1959',74000
68,1.2036090226,1469,'2 2BR','1960-1979',0
56,0.4030068311,1223,'1 1BR','1940-1959',35000
48,0.1846600145,1450,'2 2BR','1960-1979',120000
34,0.7271559633,1450,'2 2BR','1960-1979',20000
40,0.5073995772,1412,'2 2BR','1960-1979',27000
70,0.0591094669,1281,'3 3BR','1940-1959',15000
67,0.2120481928,633,'1 1BR','1940-1959',0
52,0.2965393795,633,'1 1BR','1940-1959',20125
62,0.3346746799,1895,'3 3BR','-5',48000
84,0.24325,1296,'3 3BR','1940-1959',30000
62,0.5549105368,920,'2 2BR','1960-1979',0
52,0.2049390176,1610,'2 2BR','-5',62000
51,0.3890379997,2270,'3 3BR','1960-1979',85000
35,0.1118226364,1296,'3 3BR','1940-1959',255000
56,0.1702361737,1550,'3 3BR','-5',137800
48,0.9426950039,714,'1 1BR','1960-1979',9000
30,2.025974026,893,'2 2BR','1960-1979',0
-9,-9,696,'1 1BR','1960-1979',-9
89,0.2223447667,1056,'3 3BR','1960-1979',0
34,0.2800820533,1056,'3 3BR','1940-1959',40000
93,2.08625,2058,'3 3BR','1940-1959',0
44,0.3339507944,2058,'3 3BR','1940-1959',20000
80,1.0032,2370,'4 4BR+','1960-1979',0
89,7.9270833333,2058,'3 3BR','1960-1979',0
40,0.2124251048,1281,'3 3BR','1940-1959',110000
60,0.427642186,714,'1 1BR','1960-1979',18000
30,1.0850105137,714,'1 1BR','1960-1979',10000
-9,-9,693,'1 1BR','1960-1979',-9
79,0.2117268607,1134,'3 3BR','1960-1979',41047
70,0.0328331862,1081,'3 3BR','1960-1979',0
24,0.2506105263,1054,'1 1BR','1960-1979',42000
-9,-9,1054,'1 1BR','1960-1979',-9
35,0.342284497,1191,'1 1BR','1960-1979',100000
69,0.1123338007,1890,'3 3BR','1960-1979',140000
84,0.1175,729,'2 2BR','-5',0
70,0.0793736892,973,'3 3BR','-5',15400
48,0.1561193854,1277,'3 3BR','-5',68000
42,0.1341402634,956,'2 2BR','1960-1979',70000
39,0.1702667897,2268,'3 3BR','1940-1959',219000
44,0.2652066324,2268,'3 3BR','1940-1959',135000
65,0.089996151,1025,'4 4BR+','-5',80000
42,0.0493394446,874,'2 2BR','1960-1979',39000
30,0.1334104149,1921,'3 3BR','1960-1979',45000
68,0.1790810474,1921,'3 3BR','1940-1959',79000
54,1.0306178239,1921,'3 3BR','1940-1959',22000
48,0.2591102912,893,'2 2BR','1960-1979',49101
24,0.1704681873,1136,'2 2BR','1960-1979',65000
66,0.2672666427,1012,'2 2BR','1940-1959',30000
20,0.212650413,808,'1 1BR','1940-1959',35000
60,0.224100447,1251,'2 2BR','1940-1959',79000
73,0.0580839181,1129,'4 4BR+','1960-1979',0
60,0.2741688485,1129,'4 4BR+','1940-1959',24000
32,0.1112696148,740,'2 2BR','1940-1959',122000
30,0.2041658848,557,'1 1BR','1940-1959',16000
73,0.178857559,2948,'4 4BR+','1960-1979',0
40,0.1391094082,2332,'4 4BR+','1960-1979',225000
29,0.2849493166,2332,'4 4BR+','1960-1979',62000
77,0.0938150542,2438,'3 3BR','-5',110000
43,0.3114699406,1082,'1 1BR','1960-1979',30000
50,0.130619442,1392,'1 1BR','1960-1979',118000
37,0.2660217654,1833,'2 2BR','1980-1989',63000
59,0.1780507607,1231,'3 3BR','1960-1979',84805
68,0.1448372093,1344,'3 3BR','1940-1959',0
41,0.0387781796,735,'2 2BR','1960-1979',25952
52,0.0595432219,1073,'3 3BR','-5',100000
51,0.3278374734,757,'1 1BR','1960-1979',23000
18,3.1515151515,910,'2 2BR','1960-1979',0
48,0.3374136781,1898,'4 4BR+','1960-1979',30800
-9,-9,718,'0 Studio','1960-1979',-9
30,0.1021227026,1073,'2 2BR','1960-1979',0
30,0.1238233622,853,'1 1BR','1960-1979',95000
79,0.3117,1895,'3 3BR','1940-1959',0
45,0.2169468368,735,'2 2BR','1960-1979',41000
37,0.29451813,1144,'4 4BR+','1960-1979',2500
40,0.0692219429,915,'2 2BR','1960-1979',158000
83,0.1163911274,993,'3 3BR','1940-1959',0
21,0.4437006433,921,'3 3BR','-5',19160
54,0.1363363535,973,'3 3BR','-5',70000
40,0.1513249901,951,'3 3BR','1960-1979',83700
73,0.2653655465,1073,'4 4BR+','1980-1989',0
-9,-9,787,'2 2BR','1960-1979',-9
63,0.28224,1118,'1 1BR','1960-1979',0
88,6.62,1983,'4 4BR+','1940-1959',0
40,0.0411774663,1721,'3 3BR','1990-1999',130000
44,0.2255466453,1721,'3 3BR','1960-1979',115000
78,0.1236561709,1335,'2 2BR','1940-1959',0
-9,-9,566,'1 1BR','1960-1979',-9
39,0.6899661781,1073,'3 3BR','1960-1979',900
48,0.0803742139,1073,'3 3BR','1940-1959',70000
31,0.1911891404,1947,'4 4BR+','1960-1979',240000
67,0.1664795385,1438,'2 2BR','-5',48000
33,0.1559097006,816,'3 3BR','1960-1979',88000
23,-1,633,'1 1BR','1960-1979',0
-9,-9,561,'1 1BR','-5',-9
42,0.1975087299,951,'3 3BR','1940-1959',96000
41,0.3814524825,1890,'3 3BR','1940-1959',40000
51,0.0542964683,1412,'2 2BR','1960-1979',25000
76,0.4672727273,1014,'0 Studio','1960-1979',0
70,0.4657021277,1322,'2 2BR','-5',0
56,0.2434974766,1363,'3 3BR','1960-1979',67000
32,0.1481417978,925,'2 2BR','-5',70000
62,0.0323122151,1955,'4 4BR+','-5',0
54,0.1365036606,897,'1 1BR','1960-1979',75000
26,0.248800782,1104,'2 2BR','1960-1979',40000
36,0.1630372023,1947,'4 4BR+','-5',130000
50,0.0496259536,1165,'3 3BR','1960-1979',162000
-9,-9,633,'1 1BR','-5',-9
46,0.2265736364,1039,'3 3BR','-5',40000
26,4.1902630106,945,'2 2BR','1960-1979',1800
36,0.3181033836,945,'2 2BR','1960-1979',40000
50,0.2862857143,945,'2 2BR','1960-1979',30000
51,0.0932430706,1221,'3 3BR','1940-1959',47000
64,0.242458129,1462,'4 4BR+','1960-1979',72000
60,0.1798779471,1445,'4 4BR+','1980-1989',60000
38,0.3668601012,971,'2 2BR','1990-1999',35000
56,0.4264157554,1243,'3 3BR','1960-1979',36000
-9,-9,1243,'3 3BR','1960-1979',-9
47,0.4110937688,1241,'1 1BR','1940-1959',25000
29,0.7124348871,1191,'1 1BR','1940-1959',15000
33,0.360117038,1412,'2 2BR','1940-1959',40000
-9,-9,1173,'3 3BR','-5',-9
63,1.4050442626,935,'2 2BR','1960-1979',12000
48,0.5891520621,2009,'3 3BR','1960-1979',32000
27,0,705,'1 1BR','-5',43200
57,0.5003130086,757,'1 1BR','1960-1979',16000
-9,-9,1200,'3 3BR','1960-1979',-9
34,0.4075295513,1243,'1 1BR','1960-1979',54000
57,0.0931281489,2370,'4 4BR+','1960-1979',426943
57,0.2576109069,2058,'3 3BR','1940-1959',110000
30,0.1574520413,1183,'3 3BR','1960-1979',65000
33,0.1763076923,1183,'3 3BR','1960-1979',55000
50,0.77,883,'1 1BR','1940-1959',0
37,0.0158341669,1101,'2 2BR','-5',47000
82,0.152285097,1015,'3 3BR','-5',25000
56,5.7252138903,1241,'1 1BR','1960-1979',2000
35,0.1131747127,1474,'2 2BR','1960-1979',4000
50,0.0512067263,1116,'2 2BR','1960-1979',74000
42,0.1810870826,1924,'4 4BR+','1960-1979',150000
27,0.1432496599,870,'2 2BR','1960-1979',75000
57,0.1085082121,1134,'3 3BR','1940-1959',50000
66,423,792,'2 2BR','1960-1979',0
79,0.2832,1597,'3 3BR','1960-1979',0
61,0.1539250128,1907,'4 4BR+','1960-1979',80000
61,0.2243933691,1183,'2 2BR','1960-1979',25000
82,0.0952836201,1895,'3 3BR','-5',0
33,0.1695982389,1474,'2 2BR','1940-1959',90000
33,0.4609207057,782,'2 2BR','1960-1979',24000
37,0.3075198206,782,'2 2BR','1960-1979',25000
35,0.2097391081,1310,'4 4BR+','-5',38000
69,0.1484226012,973,'3 3BR','-5',0
24,9.82,765,'2 2BR','-5',0
26,0.1162065109,1020,'3 3BR','-5',34000
45,0.1714371447,929,'1 1BR','1960-1979',60000
49,0.2253837804,1394,'3 3BR','1990-1999',103200
73,0.468258317,1394,'3 3BR','1980-1989',0
49,0.1928134907,1394,'3 3BR','1960-1979',83000
45,0.2734747145,2525,'4 4BR+','1960-1979',118000
49,0.1859206511,1239,'3 3BR','-5',70000
58,0.2088723117,1258,'4 4BR+','1960-1979',11440
53,0.3794387882,819,'2 2BR','-5',34000
66,0.5205907072,819,'2 2BR','1960-1979',4828
56,0.1890990645,1095,'3 3BR','-5',32000
32,0.1804177285,1094,'3 3BR','1980-1989',70000
46,0.2571392838,819,'2 2BR','1960-1979',48000
50,8535,821,'2 2BR','-5',0
39,0.8749478602,629,'1 1BR','1990-1999',12000
35,0.1693115587,1573,'4 4BR+','1940-1959',104000
68,0.2295,1467,'4 4BR+','1960-1979',0
84,1452,1236,'2 2BR','1960-1979',0
62,0.4716157205,1236,'2 2BR','1960-1979',25000
40,0.1786976275,1236,'2 2BR','1960-1979',107000
45,1.1315858868,1799,'4 4BR+','1960-1979',19000
44,0.4824866074,648,'1 1BR','1960-1979',17000
26,0.2887929802,648,'1 1BR','1960-1979',35000
50,0.2995072313,768,'2 2BR','1960-1979',25000
24,0.262513756,633,'1 1BR','-5',30000
-9,-9,748,'1 1BR','1960-1979',-9
30,0.3176103147,925,'2 2BR','1960-1979',25000
68,0.6273333333,925,'2 2BR','1960-1979',0
33,0.0561851382,1394,'3 3BR','1960-1979',215000
38,0.2360088692,1394,'3 3BR','1960-1979',90000
